통계연월,통계시도명,통계시군구명,지원구분,지급건수,,통계연월,통계시도명,통계시군구명,지원구분,지급건수,,통계연월,통계시도명,통계시군구명,지원구분,지급건수,,통계연월,통계시도명,통계시군구명,지원구분,지급건수,,통계연월,통계시도명,통계시군구명,지원구분,지급건수
통합,인천광역시,동구,아동양육비,,,202503,인천광역시,동구,아동양육비,300,,202502,인천광역시,동구,아동양육비,301,,202412,대구광역시,서구,아동양육비,1192,,202501,인천광역시,중구,추가아동양육비,102
통합,인천광역시,동구,추가아동양육비,,,202503,인천광역시,동구,추가아동양육비,37,,202502,인천광역시,동구,추가아동양육비,36,,202412,대구광역시,서구,생활보조금,1,,202501,인천광역시,동구,아동양육비,301
통합,인천광역시,미추홀구,아동양육비,,,202503,인천광역시,미추홀구,아동양육비,3340,,202502,인천광역시,미추홀구,아동양육비,3304,,202412,대구광역시,서구,추가아동양육비,122,,202501,인천광역시,동구,추가아동양육비,36
통합,인천광역시,미추홀구,생활보조금,,,202503,인천광역시,미추홀구,생활보조금,1,,202502,인천광역시,미추홀구,생활보조금,1,,202412,대구광역시,남구,아동양육비,1083,,202501,인천광역시,미추홀구,아동양육비,3265
통합,인천광역시,미추홀구,추가아동양육비,,,202503,인천광역시,미추홀구,추가아동양육비,537,,202502,인천광역시,미추홀구,추가아동양육비,538,,202412,대구광역시,남구,추가아동양육비,117,,202501,인천광역시,미추홀구,생활보조금,1
통합,인천광역시,연수구,아동양육비,,,202503,인천광역시,연수구,아동양육비,1139,,202502,인천광역시,연수구,아동양육비,1117,,202412,대구광역시,남구,학용품비,6,,202501,인천광역시,미추홀구,추가아동양육비,539
통합,인천광역시,연수구,생활보조금,,,202503,인천광역시,연수구,생활보조금,4,,202502,인천광역시,연수구,생활보조금,4,,202412,대구광역시,북구,아동양육비,2311,,202501,인천광역시,연수구,아동양육비,1083
통합,인천광역시,연수구,추가아동양육비,,,202503,인천광역시,연수구,추가아동양육비,157,,202502,인천광역시,연수구,추가아동양육비,155,,202412,대구광역시,북구,추가아동양육비,201,,202501,인천광역시,연수구,생활보조금,4
통합,인천광역시,남동구,아동양육비,,,202503,인천광역시,남동구,아동양육비,3613,,202502,인천광역시,남동구,아동양육비,3596,,202412,대구광역시,북구,학용품비,7,,202501,인천광역시,연수구,추가아동양육비,150
통합,인천광역시,남동구,생활보조금,,,202503,인천광역시,남동구,생활보조금,8,,202502,인천광역시,남동구,생활보조금,9,,202412,대구광역시,수성구,아동양육비,1608,,202501,인천광역시,남동구,아동양육비,3561
통합,인천광역시,남동구,추가아동양육비,,,202503,인천광역시,남동구,추가아동양육비,548,,202502,인천광역시,남동구,추가아동양육비,549,,202412,대구광역시,수성구,추가아동양육비,123,,202501,인천광역시,남동구,생활보조금,10
통합,인천광역시,부평구,아동양육비,,,202503,인천광역시,부평구,아동양육비,2603,,202502,인천광역시,부평구,아동양육비,2533,,202412,대구광역시,수성구,학용품비,2,,202501,인천광역시,남동구,추가아동양육비,540
통합,인천광역시,부평구,추가아동양육비,,,202503,인천광역시,부평구,추가아동양육비,369,,202502,인천광역시,부평구,추가아동양육비,359,,202412,대구광역시,달서구,아동양육비,2662,,202501,인천광역시,부평구,아동양육비,2553
통합,인천광역시,계양구,아동양육비,,,202503,인천광역시,계양구,아동양육비,1671,,202502,인천광역시,계양구,아동양육비,1669,,202412,대구광역시,달서구,생활보조금,3,,202501,인천광역시,부평구,추가아동양육비,365
통합,인천광역시,계양구,추가아동양육비,,,202503,인천광역시,계양구,추가아동양육비,197,,202502,인천광역시,계양구,추가아동양육비,199,,202412,대구광역시,달서구,추가아동양육비,286,,202501,인천광역시,계양구,아동양육비,1641
통합,인천광역시,서구,아동양육비,,,202503,인천광역시,서구,아동양육비,3615,,202502,인천광역시,서구,아동양육비,3592,,202412,대구광역시,달서구,학용품비,9,,202501,인천광역시,계양구,추가아동양육비,201
통합,인천광역시,서구,추가아동양육비,,,202503,인천광역시,서구,추가아동양육비,459,,202502,인천광역시,서구,추가아동양육비,455,,202412,대구광역시,달성군,아동양육비,1629,,202501,인천광역시,서구,아동양육비,3553
통합,인천광역시,강화군,아동양육비,,,202503,인천광역시,강화군,아동양육비,275,,202502,인천광역시,강화군,아동양육비,279,,202412,대구광역시,달성군,추가아동양육비,176,,202501,인천광역시,서구,추가아동양육비,465
통합,인천광역시,강화군,추가아동양육비,,,202503,인천광역시,강화군,추가아동양육비,26,,202502,인천광역시,강화군,추가아동양육비,26,,202412,대구광역시,달성군,학용품비,11,,202501,인천광역시,강화군,아동양육비,277
통합,인천광역시,옹진군,아동양육비,,,202503,인천광역시,옹진군,아동양육비,35,,202502,인천광역시,옹진군,아동양육비,33,,202412,대구광역시,군위군,아동양육비,63,,202501,인천광역시,강화군,추가아동양육비,27
통합,인천광역시,옹진군,추가아동양육비,,,202503,인천광역시,옹진군,추가아동양육비,2,,202502,인천광역시,옹진군,추가아동양육비,2,,202412,대구광역시,군위군,추가아동양육비,8,,202501,인천광역시,옹진군,아동양육비,33
통합,광주광역시,동구,아동양육비,,,202503,광주광역시,동구,아동양육비,349,,202502,광주광역시,동구,아동양육비,337,,202412,인천광역시,중구,아동양육비,838,,202501,인천광역시,옹진군,추가아동양육비,2
통합,광주광역시,동구,추가아동양육비,,,202503,광주광역시,동구,추가아동양육비,39,,202502,광주광역시,동구,추가아동양육비,39,,202412,인천광역시,중구,추가아동양육비,100,,202501,광주광역시,동구,아동양육비,337
통합,광주광역시,서구,아동양육비,,,202503,광주광역시,서구,아동양육비,1748,,202502,광주광역시,서구,아동양육비,1745,,202412,인천광역시,동구,아동양육비,324,,202501,광주광역시,동구,추가아동양육비,36
통합,광주광역시,서구,추가아동양육비,,,202503,광주광역시,서구,추가아동양육비,204,,202502,광주광역시,서구,추가아동양육비,208,,202412,인천광역시,동구,추가아동양육비,37,,202501,광주광역시,서구,아동양육비,1715
통합,광주광역시,남구,아동양육비,,,202503,광주광역시,남구,아동양육비,1462,,202502,광주광역시,남구,아동양육비,1432,,202412,인천광역시,미추홀구,아동양육비,3509,,202501,광주광역시,서구,추가아동양육비,204
통합,광주광역시,남구,생활보조금,,,202503,광주광역시,남구,생활보조금,3,,202502,광주광역시,남구,생활보조금,2,,202412,인천광역시,미추홀구,생활보조금,1,,202501,광주광역시,남구,아동양육비,1423
통합,광주광역시,남구,추가아동양육비,,,202503,광주광역시,남구,추가아동양육비,164,,202502,광주광역시,남구,추가아동양육비,156,,202412,인천광역시,미추홀구,추가아동양육비,545,,202501,광주광역시,남구,생활보조금,2
통합,광주광역시,북구,아동양육비,,,202503,광주광역시,북구,아동양육비,3049,,202502,광주광역시,북구,아동양육비,3021,,202412,인천광역시,연수구,아동양육비,1165,,202501,광주광역시,남구,추가아동양육비,154
통합,광주광역시,북구,추가아동양육비,,,202503,광주광역시,북구,추가아동양육비,346,,202502,광주광역시,북구,추가아동양육비,340,,202412,인천광역시,연수구,생활보조금,4,,202501,광주광역시,북구,아동양육비,3033
통합,광주광역시,광산구,아동양육비,,,202503,광주광역시,광산구,아동양육비,3132,,202502,광주광역시,광산구,아동양육비,3114,,202412,인천광역시,연수구,추가아동양육비,153,,202501,광주광역시,북구,추가아동양육비,343
통합,광주광역시,광산구,생활보조금,,,202503,광주광역시,광산구,생활보조금,1,,202502,광주광역시,광산구,생활보조금,1,,202412,인천광역시,연수구,학용품비,9,,202501,광주광역시,광산구,아동양육비,3088
통합,광주광역시,광산구,추가아동양육비,,,202503,광주광역시,광산구,추가아동양육비,408,,202502,광주광역시,광산구,추가아동양육비,416,,202412,인천광역시,남동구,아동양육비,3868,,202501,광주광역시,광산구,생활보조금,1
통합,대전광역시,동구,아동양육비,,,202503,대전광역시,동구,아동양육비,1493,,202502,대전광역시,동구,아동양육비,1496,,202412,인천광역시,남동구,생활보조금,10,,202501,광주광역시,광산구,추가아동양육비,428
통합,대전광역시,동구,추가아동양육비,,,202503,대전광역시,동구,추가아동양육비,170,,202502,대전광역시,동구,추가아동양육비,177,,202412,인천광역시,남동구,추가아동양육비,551,,202501,대전광역시,동구,아동양육비,1500
통합,대전광역시,중구,아동양육비,,,202503,대전광역시,중구,아동양육비,1264,,202502,대전광역시,중구,아동양육비,1301,,202412,인천광역시,남동구,학용품비,14,,202501,대전광역시,동구,추가아동양육비,178
통합,대전광역시,중구,생활보조금,,,202503,대전광역시,중구,생활보조금,1,,202502,대전광역시,중구,생활보조금,1,,202412,인천광역시,부평구,아동양육비,2797,,202501,대전광역시,중구,아동양육비,1298
통합,대전광역시,중구,추가아동양육비,,,202503,대전광역시,중구,추가아동양육비,173,,202502,대전광역시,중구,추가아동양육비,170,,202412,인천광역시,부평구,추가아동양육비,366,,202501,대전광역시,중구,생활보조금,1
통합,대전광역시,서구,아동양육비,,,202503,대전광역시,서구,아동양육비,2329,,202502,대전광역시,서구,아동양육비,2317,,202412,인천광역시,부평구,학용품비,15,,202501,대전광역시,중구,추가아동양육비,168
통합,대전광역시,서구,추가아동양육비,,,202503,대전광역시,서구,추가아동양육비,385,,202502,대전광역시,서구,추가아동양육비,382,,202412,인천광역시,계양구,아동양육비,1789,,202501,대전광역시,서구,아동양육비,2290
통합,대전광역시,유성구,아동양육비,,,202503,대전광역시,유성구,아동양육비,1255,,202502,대전광역시,유성구,아동양육비,1238,,202412,인천광역시,계양구,추가아동양육비,201,,202501,대전광역시,서구,추가아동양육비,380
통합,대전광역시,유성구,추가아동양육비,,,202503,대전광역시,유성구,추가아동양육비,170,,202502,대전광역시,유성구,추가아동양육비,170,,202412,인천광역시,서구,아동양육비,3851,,202501,대전광역시,유성구,아동양육비,1226
통합,대전광역시,대덕구,아동양육비,,,202503,대전광역시,대덕구,아동양육비,1125,,202502,대전광역시,대덕구,아동양육비,1107,,202412,인천광역시,서구,추가아동양육비,469,,202501,대전광역시,유성구,추가아동양육비,166
통합,대전광역시,대덕구,추가아동양육비,,,202503,대전광역시,대덕구,추가아동양육비,135,,202502,대전광역시,대덕구,추가아동양육비,130,,202412,인천광역시,서구,학용품비,4,,202501,대전광역시,대덕구,아동양육비,1107
통합,울산광역시,중구,아동양육비,,,202503,울산광역시,중구,아동양육비,1057,,202502,울산광역시,중구,아동양육비,1049,,202412,인천광역시,강화군,아동양육비,307,,202501,대전광역시,대덕구,추가아동양육비,128
통합,울산광역시,중구,생활보조금,,,202503,울산광역시,중구,생활보조금,10,,202502,울산광역시,중구,생활보조금,10,,202412,인천광역시,강화군,추가아동양육비,28,,202501,울산광역시,중구,아동양육비,1057
통합,울산광역시,중구,추가아동양육비,,,202503,울산광역시,중구,추가아동양육비,104,,202502,울산광역시,중구,추가아동양육비,108,,202412,인천광역시,옹진군,아동양육비,36,,202501,울산광역시,중구,생활보조금,8
통합,울산광역시,남구,아동양육비,,,202503,울산광역시,남구,아동양육비,1263,,202502,울산광역시,남구,아동양육비,1255,,202412,인천광역시,옹진군,추가아동양육비,2,,202501,울산광역시,중구,추가아동양육비,109
통합,울산광역시,남구,추가아동양육비,,,202503,울산광역시,남구,추가아동양육비,141,,202502,울산광역시,남구,추가아동양육비,143,,202412,광주광역시,동구,아동양육비,366,,202501,울산광역시,남구,아동양육비,1234
통합,울산광역시,동구,아동양육비,,,202503,울산광역시,동구,아동양육비,972,,202502,울산광역시,동구,아동양육비,978,,202412,광주광역시,동구,추가아동양육비,34,,202501,울산광역시,남구,추가아동양육비,137
통합,울산광역시,동구,추가아동양육비,,,202503,울산광역시,동구,추가아동양육비,122,,202502,울산광역시,동구,추가아동양육비,124,,202412,광주광역시,서구,아동양육비,1885,,202501,울산광역시,동구,아동양육비,958
통합,울산광역시,북구,아동양육비,,,202503,울산광역시,북구,아동양육비,1102,,202502,울산광역시,북구,아동양육비,1089,,202412,광주광역시,서구,추가아동양육비,205,,202501,울산광역시,동구,추가아동양육비,120
통합,울산광역시,북구,추가아동양육비,,,202503,울산광역시,북구,추가아동양육비,108,,202502,울산광역시,북구,추가아동양육비,106,,202412,광주광역시,남구,아동양육비,1550,,202501,울산광역시,북구,아동양육비,1092
통합,울산광역시,울주군,아동양육비,,,202503,울산광역시,울주군,아동양육비,1109,,202502,울산광역시,울주군,아동양육비,1089,,202412,광주광역시,남구,생활보조금,2,,202501,울산광역시,북구,추가아동양육비,108
통합,울산광역시,울주군,생활보조금,,,202503,울산광역시,울주군,생활보조금,1,,202502,울산광역시,울주군,생활보조금,2,,202412,광주광역시,남구,추가아동양육비,161,,202501,울산광역시,울주군,아동양육비,1079
통합,울산광역시,울주군,추가아동양육비,,,202503,울산광역시,울주군,추가아동양육비,82,,202502,울산광역시,울주군,추가아동양육비,85,,202412,광주광역시,북구,아동양육비,3269,,202501,울산광역시,울주군,생활보조금,1
통합,세종특별자치시,세종특별자치시,아동양육비,,,202503,세종특별자치시,세종특별자치시,아동양육비,1285,,202502,세종특별자치시,세종특별자치시,아동양육비,1271,,202412,광주광역시,북구,추가아동양육비,347,,202501,울산광역시,울주군,추가아동양육비,87
통합,세종특별자치시,세종특별자치시,추가아동양육비,,,202503,세종특별자치시,세종특별자치시,추가아동양육비,132,,202502,세종특별자치시,세종특별자치시,추가아동양육비,132,,202412,광주광역시,광산구,아동양육비,3301,,202501,세종특별자치시,세종특별자치시,아동양육비,1255
통합,경기도,수원시,아동양육비,,,202503,경기도,수원시,아동양육비,2835,,202502,경기도,수원시,아동양육비,2813,,202412,광주광역시,광산구,생활보조금,1,,202501,세종특별자치시,세종특별자치시,추가아동양육비,129
통합,경기도,수원시,생활보조금,,,202503,경기도,수원시,생활보조금,2,,202502,경기도,수원시,생활보조금,4,,202412,광주광역시,광산구,추가아동양육비,428,,202501,경기도,수원시,아동양육비,2787
통합,경기도,수원시,추가아동양육비,,,202503,경기도,수원시,추가아동양육비,341,,202502,경기도,수원시,추가아동양육비,347,,202412,광주광역시,광산구,학용품비,62,,202501,경기도,수원시,생활보조금,4
통합,경기도,성남시,아동양육비,,,202503,경기도,성남시,아동양육비,2569,,202502,경기도,성남시,아동양육비,2554,,202412,대전광역시,동구,아동양육비,1630,,202501,경기도,수원시,추가아동양육비,350
통합,경기도,성남시,추가아동양육비,,,202503,경기도,성남시,추가아동양육비,303,,202502,경기도,성남시,추가아동양육비,319,,202412,대전광역시,동구,추가아동양육비,183,,202501,경기도,성남시,아동양육비,2515
통합,경기도,의정부시,아동양육비,,,202503,경기도,의정부시,아동양육비,2550,,202502,경기도,의정부시,아동양육비,2536,,202412,대전광역시,중구,아동양육비,1365,,202501,경기도,성남시,추가아동양육비,311
통합,경기도,의정부시,추가아동양육비,,,202503,경기도,의정부시,추가아동양육비,316,,202502,경기도,의정부시,추가아동양육비,318,,202412,대전광역시,중구,생활보조금,1,,202501,경기도,의정부시,아동양육비,2501
통합,경기도,안양시,아동양육비,,,202503,경기도,안양시,아동양육비,1218,,202502,경기도,의정부시,학용품비,1,,202412,대전광역시,중구,추가아동양육비,172,,202501,경기도,의정부시,추가아동양육비,316
통합,경기도,안양시,추가아동양육비,,,202503,경기도,안양시,추가아동양육비,143,,202502,경기도,안양시,아동양육비,1213,,202412,대전광역시,서구,아동양육비,2470,,202501,경기도,의정부시,학용품비,1
통합,경기도,부천시,아동양육비,,,202503,경기도,부천시,아동양육비,2826,,202502,경기도,안양시,추가아동양육비,141,,202412,대전광역시,서구,추가아동양육비,384,,202501,경기도,안양시,아동양육비,1207
통합,경기도,부천시,생활보조금,,,202503,경기도,부천시,생활보조금,2,,202502,경기도,부천시,아동양육비,2823,,202412,대전광역시,유성구,아동양육비,1335,,202501,경기도,안양시,추가아동양육비,147
통합,경기도,부천시,추가아동양육비,,,202503,경기도,부천시,추가아동양육비,326,,202502,경기도,부천시,생활보조금,2,,202412,대전광역시,유성구,추가아동양육비,173,,202501,경기도,부천시,아동양육비,2770
통합,경기도,광명시,아동양육비,,,202503,경기도,광명시,아동양육비,812,,202502,경기도,부천시,추가아동양육비,335,,202412,대전광역시,대덕구,아동양육비,1226,,202501,경기도,부천시,생활보조금,2
통합,경기도,광명시,추가아동양육비,,,202503,경기도,광명시,추가아동양육비,93,,202502,경기도,광명시,아동양육비,799,,202412,대전광역시,대덕구,추가아동양육비,129,,202501,경기도,부천시,추가아동양육비,324
통합,경기도,평택시,아동양육비,,,202503,경기도,평택시,아동양육비,2808,,202502,경기도,광명시,추가아동양육비,93,,202412,울산광역시,중구,아동양육비,1159,,202501,경기도,광명시,아동양육비,793
통합,경기도,평택시,추가아동양육비,,,202503,경기도,평택시,추가아동양육비,459,,202502,경기도,평택시,아동양육비,2811,,202412,울산광역시,중구,생활보조금,8,,202501,경기도,광명시,추가아동양육비,95
통합,경기도,동두천시,아동양육비,,,202503,경기도,동두천시,아동양육비,891,,202502,경기도,평택시,추가아동양육비,457,,202412,울산광역시,중구,추가아동양육비,113,,202501,경기도,평택시,아동양육비,2779
통합,경기도,동두천시,추가아동양육비,,,202503,경기도,동두천시,추가아동양육비,121,,202502,경기도,동두천시,아동양육비,885,,202412,울산광역시,중구,학용품비,16,,202501,경기도,평택시,추가아동양육비,442
통합,경기도,안산시,아동양육비,,,202503,경기도,안산시,아동양육비,4008,,202502,경기도,동두천시,추가아동양육비,117,,202412,울산광역시,남구,아동양육비,1337,,202501,경기도,동두천시,아동양육비,867
통합,경기도,안산시,생활보조금,,,202503,경기도,안산시,생활보조금,2,,202502,경기도,안산시,아동양육비,3977,,202412,울산광역시,남구,추가아동양육비,140,,202501,경기도,동두천시,추가아동양육비,125
통합,경기도,안산시,추가아동양육비,,,202503,경기도,안산시,추가아동양육비,610,,202502,경기도,안산시,생활보조금,2,,202412,울산광역시,남구,학용품비,25,,202501,경기도,안산시,아동양육비,3930
통합,경기도,고양시,아동양육비,,,202503,경기도,고양시,아동양육비,3015,,202502,경기도,안산시,추가아동양육비,593,,202412,울산광역시,동구,아동양육비,1028,,202501,경기도,안산시,생활보조금,2
통합,경기도,고양시,추가아동양육비,,,202503,경기도,고양시,추가아동양육비,333,,202502,경기도,고양시,아동양육비,2978,,202412,울산광역시,동구,추가아동양육비,121,,202501,경기도,안산시,추가아동양육비,589
통합,경기도,과천시,아동양육비,,,202503,경기도,과천시,아동양육비,63,,202502,경기도,고양시,추가아동양육비,337,,202412,울산광역시,동구,학용품비,40,,202501,경기도,고양시,아동양육비,2960
통합,경기도,과천시,추가아동양육비,,,202503,경기도,과천시,추가아동양육비,6,,202502,경기도,과천시,아동양육비,63,,202412,울산광역시,북구,아동양육비,1192,,202501,경기도,고양시,추가아동양육비,337
통합,경기도,구리시,아동양육비,,,202503,경기도,구리시,아동양육비,648,,202502,경기도,과천시,추가아동양육비,4,,202412,울산광역시,북구,추가아동양육비,107,,202501,경기도,과천시,아동양육비,63
통합,경기도,구리시,추가아동양육비,,,202503,경기도,구리시,추가아동양육비,91,,202502,경기도,구리시,아동양육비,637,,202412,울산광역시,북구,학용품비,32,,202501,경기도,과천시,추가아동양육비,4
통합,경기도,남양주시,아동양육비,,,202503,경기도,남양주시,아동양육비,2848,,202502,경기도,구리시,추가아동양육비,89,,202412,울산광역시,울주군,아동양육비,1144,,202501,경기도,구리시,아동양육비,629
통합,경기도,남양주시,추가아동양육비,,,202503,경기도,남양주시,추가아동양육비,251,,202502,경기도,남양주시,아동양육비,2833,,202412,울산광역시,울주군,생활보조금,2,,202501,경기도,구리시,추가아동양육비,90
통합,경기도,오산시,아동양육비,,,202503,경기도,오산시,아동양육비,1034,,202502,경기도,남양주시,추가아동양육비,254,,202412,울산광역시,울주군,추가아동양육비,89,,202501,경기도,남양주시,아동양육비,2779
통합,경기도,오산시,추가아동양육비,,,202503,경기도,오산시,추가아동양육비,157,,202502,경기도,오산시,아동양육비,1019,,202412,울산광역시,울주군,학용품비,417,,202501,경기도,남양주시,추가아동양육비,260
통합,경기도,시흥시,아동양육비,,,202503,경기도,시흥시,아동양육비,2276,,202502,경기도,오산시,추가아동양육비,164,,202412,세종특별자치시,세종특별자치시,아동양육비,1309,,202501,경기도,오산시,아동양육비,1012
통합,경기도,시흥시,추가아동양육비,,,202503,경기도,시흥시,추가아동양육비,284,,202502,경기도,시흥시,아동양육비,2224,,202412,세종특별자치시,세종특별자치시,추가아동양육비,135,,202501,경기도,오산시,추가아동양육비,164
통합,경기도,군포시,아동양육비,,,202503,경기도,군포시,아동양육비,955,,202502,경기도,시흥시,추가아동양육비,284,,202412,경기도,수원시,아동양육비,3041,,202501,경기도,시흥시,아동양육비,2222
통합,경기도,군포시,추가아동양육비,,,202503,경기도,군포시,추가아동양육비,111,,202502,경기도,군포시,아동양육비,950,,202412,경기도,수원시,생활보조금,4,,202501,경기도,시흥시,추가아동양육비,287
통합,경기도,의왕시,아동양육비,,,202503,경기도,의왕시,아동양육비,272,,202502,경기도,군포시,추가아동양육비,114,,202412,경기도,수원시,추가아동양육비,360,,202501,경기도,시흥시,학용품비,15
통합,경기도,의왕시,추가아동양육비,,,202503,경기도,의왕시,추가아동양육비,38,,202502,경기도,의왕시,아동양육비,269,,202412,경기도,수원시,학용품비,5,,202501,경기도,군포시,아동양육비,936
통합,경기도,하남시,아동양육비,,,202503,경기도,하남시,아동양육비,673,,202502,경기도,의왕시,추가아동양육비,39,,202412,경기도,성남시,아동양육비,2761,,202501,경기도,군포시,추가아동양육비,112
통합,경기도,하남시,추가아동양육비,,,202503,경기도,하남시,추가아동양육비,84,,202502,경기도,하남시,아동양육비,677,,202412,경기도,성남시,추가아동양육비,311,,202501,경기도,의왕시,아동양육비,271
통합,경기도,용인시,아동양육비,,,202503,경기도,용인시,아동양육비,2050,,202502,경기도,하남시,추가아동양육비,80,,202412,경기도,성남시,학용품비,24,,202501,경기도,의왕시,추가아동양육비,41
통합,경기도,용인시,생활보조금,,,202503,경기도,용인시,생활보조금,2,,202502,경기도,용인시,아동양육비,2034,,202412,경기도,의정부시,아동양육비,2749,,202501,경기도,하남시,아동양육비,715
통합,경기도,용인시,추가아동양육비,,,202503,경기도,용인시,추가아동양육비,234,,202502,경기도,용인시,생활보조금,2,,202412,경기도,의정부시,추가아동양육비,334,,202501,경기도,하남시,추가아동양육비,87
통합,경기도,파주시,아동양육비,,,202503,경기도,파주시,아동양육비,2767,,202502,경기도,용인시,추가아동양육비,233,,202412,경기도,안양시,아동양육비,1344,,202501,경기도,용인시,아동양육비,2008
통합,경기도,파주시,추가아동양육비,,,202503,경기도,파주시,추가아동양육비,284,,202502,경기도,파주시,아동양육비,2706,,202412,경기도,안양시,추가아동양육비,146,,202501,경기도,용인시,생활보조금,2
통합,경기도,이천시,아동양육비,,,202503,경기도,이천시,아동양육비,956,,202502,경기도,파주시,추가아동양육비,279,,202412,경기도,안양시,학용품비,10,,202501,경기도,용인시,추가아동양육비,234
통합,경기도,이천시,추가아동양육비,,,202503,경기도,이천시,추가아동양육비,116,,202502,경기도,이천시,아동양육비,934,,202412,경기도,부천시,아동양육비,3015,,202501,경기도,파주시,아동양육비,2661
통합,경기도,안성시,아동양육비,,,202503,경기도,안성시,아동양육비,872,,202502,경기도,이천시,추가아동양육비,112,,202412,경기도,부천시,생활보조금,1,,202501,경기도,파주시,추가아동양육비,281
통합,경기도,안성시,추가아동양육비,,,202503,경기도,안성시,추가아동양육비,141,,202502,경기도,안성시,아동양육비,854,,202412,경기도,부천시,추가아동양육비,329,,202501,경기도,이천시,아동양육비,913
통합,경기도,김포시,아동양육비,,,202503,경기도,김포시,아동양육비,1587,,202502,경기도,안성시,추가아동양육비,138,,202412,경기도,부천시,학용품비,1,,202501,경기도,이천시,추가아동양육비,113
통합,경기도,김포시,추가아동양육비,,,202503,경기도,김포시,추가아동양육비,176,,202502,경기도,김포시,아동양육비,1553,,202412,경기도,광명시,아동양육비,869,,202501,경기도,안성시,아동양육비,848
통합,경기도,화성시,아동양육비,,,202503,경기도,화성시,아동양육비,2369,,202502,경기도,김포시,추가아동양육비,165,,202412,경기도,광명시,추가아동양육비,95,,202501,경기도,안성시,추가아동양육비,135
통합,경기도,화성시,추가아동양육비,,,202503,경기도,화성시,추가아동양육비,290,,202502,경기도,화성시,아동양육비,2343,,202412,경기도,광명시,학용품비,7,,202501,경기도,김포시,아동양육비,1529
통합,경기도,광주시,아동양육비,,,202503,경기도,광주시,아동양육비,1650,,202502,경기도,화성시,추가아동양육비,294,,202412,경기도,평택시,아동양육비,2966,,202501,경기도,김포시,추가아동양육비,169
통합,경기도,광주시,추가아동양육비,,,202503,경기도,광주시,추가아동양육비,220,,202502,경기도,광주시,아동양육비,1605,,202412,경기도,평택시,추가아동양육비,451,,202501,경기도,화성시,아동양육비,2317
통합,경기도,양주시,아동양육비,,,202503,경기도,양주시,아동양육비,1940,,202502,경기도,광주시,추가아동양육비,219,,202412,경기도,평택시,학용품비,45,,202501,경기도,화성시,추가아동양육비,291
통합,경기도,양주시,추가아동양육비,,,202503,경기도,양주시,추가아동양육비,270,,202502,경기도,양주시,아동양육비,1908,,202412,경기도,동두천시,아동양육비,926,,202501,경기도,광주시,아동양육비,1584
통합,경기도,포천시,아동양육비,,,202503,경기도,포천시,아동양육비,871,,202502,경기도,양주시,추가아동양육비,271,,202412,경기도,동두천시,추가아동양육비,123,,202501,경기도,광주시,추가아동양육비,220
통합,경기도,포천시,추가아동양육비,,,202503,경기도,포천시,추가아동양육비,89,,202502,경기도,포천시,아동양육비,870,,202412,경기도,안산시,아동양육비,4262,,202501,경기도,양주시,아동양육비,1891
통합,경기도,여주시,아동양육비,,,202503,경기도,여주시,아동양육비,664,,202502,경기도,포천시,추가아동양육비,95,,202412,경기도,안산시,생활보조금,1,,202501,경기도,양주시,추가아동양육비,271
통합,경기도,여주시,생활보조금,,,202503,경기도,여주시,생활보조금,2,,202502,경기도,여주시,아동양육비,655,,202412,경기도,안산시,추가아동양육비,579,,202501,경기도,포천시,아동양육비,858
통합,경기도,여주시,추가아동양육비,,,202503,경기도,여주시,추가아동양육비,70,,202502,경기도,여주시,생활보조금,2,,202412,경기도,안산시,학용품비,12,,202501,경기도,포천시,추가아동양육비,93
통합,경기도,연천군,아동양육비,,,202503,경기도,연천군,아동양육비,216,,202502,경기도,여주시,추가아동양육비,72,,202412,경기도,고양시,아동양육비,3277,,202501,경기도,여주시,아동양육비,650
통합,경기도,연천군,추가아동양육비,,,202503,경기도,연천군,추가아동양육비,37,,202502,경기도,연천군,아동양육비,210,,202412,경기도,고양시,추가아동양육비,346,,202501,경기도,여주시,생활보조금,2
통합,경기도,가평군,아동양육비,,,202503,경기도,가평군,아동양육비,270,,202502,경기도,연천군,추가아동양육비,36,,202412,경기도,고양시,학용품비,1,,202501,경기도,여주시,추가아동양육비,76
통합,경기도,가평군,추가아동양육비,,,202503,경기도,가평군,추가아동양육비,14,,202502,경기도,가평군,아동양육비,259,,202412,경기도,과천시,아동양육비,74,,202501,경기도,연천군,아동양육비,210
통합,경기도,양평군,아동양육비,,,202503,경기도,양평군,아동양육비,500,,202502,경기도,가평군,추가아동양육비,15,,202412,경기도,과천시,추가아동양육비,5,,202501,경기도,연천군,추가아동양육비,34
통합,경기도,양평군,추가아동양육비,,,202503,경기도,양평군,추가아동양육비,40,,202502,경기도,양평군,아동양육비,492,,202412,경기도,구리시,아동양육비,699,,202501,경기도,가평군,아동양육비,262
통합,충청북도,청주시,아동양육비,,,202503,충청북도,청주시,아동양육비,4547,,202502,경기도,양평군,추가아동양육비,39,,202412,경기도,구리시,추가아동양육비,93,,202501,경기도,가평군,추가아동양육비,15
통합,충청북도,청주시,생활보조금,,,202503,충청북도,청주시,생활보조금,1,,202502,충청북도,청주시,아동양육비,4514,,202412,경기도,남양주시,아동양육비,3029,,202501,경기도,양평군,아동양육비,494
